t_s,MV_H1,MV_H2,MV_H3,MV_H4,MV_H5,MV_H6
206,0,0,0,0,0,0
207,0,0,0,0,0,0
208,0,0,0,0,0,0
209,0,0,0,0,0,0
210,0,0,0,0,0,0
211,0,0,0,0,0,0
212,0,0,0,0,0,0
213,0,0,0,0,0,0
214,0,0,0,0,0,0
215,0,0,0,0,0,0
216,0,0,0,0,0,0
217,0,0,0,0,0,0
218,0,0,0,0,0,0
219,0,0,0,0,0,0
220,0,0,0,0,0,0
221,0,0,0,0,0,0
222,0,0,0,0,0,0
223,0,0,0,0,0,0
224,0,0,0,0,0,0
225,0,0,0,0,0,0
226,0,0,0,0,0,0
227,0,0,0,0,0,0
228,0,0,0,0,0,0
229,0,0,0,0,0,0
230,0,0,0,0,0,0
231,0,0,0,0,0,0
232,0,0,0,0,0,0
233,0,0,0,0,0,0
234,0,0,0,0,0,0
235,0,0,0,0,0,0
236,0,0,0,0,0,0
237,0,0,0,0,0,0
238,0,0,0,0,0,0
239,0,0,0,0,0,0
240,0,0,0,0,0,0
241,0,0,0,0,0,0
242,0,0,0,0,0,0
243,0,0,0,0,0,0
244,0,0,0,0,0,0
245,0,0,0,0,0,0
246,0,0,0,0,0,0
247,0,0,0,0,0,0
248,0,0,0,0,0,0
249,0,0,0,0,0,0
250,0,0,0,0,0,0
251,0,0,0,0,0,0
252,0,0,0,0,0,0
253,0,0,0,0,0,0
254,0,0,0,0,0,0
255,0,0,0,0,0,0
256,0,0,0,0,0,0
257,0,0,0,0,0,0
258,0,0,0,0,0,0
259,0,0,0,0,0,0
260,0,0,0,0,0,0
261,0,0,0,0,0,0
262,0,0,0,0,0,0
263,0,0,0,0,0,0
264,0,0,0,0,0,0
265,0,0,0,0,0,0
266,0,0,0,0,0,0
267,0,0,0,0,0,0
268,0,0,0,0,0,0
269,0,0,0,0,0,0
270,0,0,0,0,0,0
271,0,0,0,0,0,0
272,0,0,0,0,0,0
273,0,0,0,0,0,0
274,0,0,0,0,0,0
275,0,0,0,0,0,0
276,0,0,0,0,0,0
277,0,0,0,0,0,0
278,0,0,0,0,0,0
279,0,0,0,0,0,0
280,0,0,0,0,0,0
281,0,0,0,0,0,0
282,0,0,0,0,0,0
283,0,0,0,0,0,0
284,0,0,0,0,0,0
285,0,0,0,0,0,0
286,0,0,0,0,0,0
287,0,0,0,0,0,0
288,0,0,0,0,0,0
289,0,0,0,0,0,0
290,0,0,0,0,0,0
291,0,0,0,0,0,0
292,0,0,0,0,0,0
293,0,0,0,0,0,0
294,0,0,0,0,0,0
295,0,0,0,0,0,0
296,0,0,0,0,0,0
297,0,0,0,0,0,0
298,0,0,0,0,0,0
299,0,0,0,0,0,0
300,0,0,0,0,0,0
301,0,0,0,0,0,0
302,0,0,0,0,0,0
303,0,0,0,0,0,0
304,0,0,0,0,0,0
305,0,0,0,0,0,0
306,0,0,0,0,0,0
307,0,0,0,0,0,0
308,0,0,0,0,0,0
309,0,0,0,0,0,0
310,0,0,0,0,0,0
311,0,0,0,0,0,0
312,0,0,0,0,0,0
313,0,0,0,0,0,0
314,0,0,0,0,0,0
315,0,0,0,0,0,0
316,0,0,0,0,0,0
317,0,0,0,0,0,0
318,0,0,0,0,0,0
319,0,0,0,0,0,0
320,0,0,0,0,0,0
321,0,0,0,0,0,0
322,0,0,0,0,0,0
323,0,0,0,0,0,0
324,0,0,0,0,0,0
325,0,0,0,0,0,0
326,0,0,0,0,0,0
327,0,0,0,0,0,0
328,0,0,0,0,0,0
329,0,0,0,0,0,0
330,0,0,0,0,0,0
331,0,0,0,0,0,0
332,0,0,0,0,0,0
333,0,0,0,0,0,0
334,0,0,0,0,0,0
335,0,0,0,0,0,0
336,0,0,0,0,0,0
337,0,0,0,0,0,0
338,0,0,0,0,0,0
339,0,0,0,0,0,0
340,0,0,0,0,0,0
341,0,0,0,0,0,0
342,0,0,0,0,0,0
343,0,0,0,0,0,0
344,0,0,0,0,0,0
345,0,0,0,0,0,0
346,0,0,0,0,0,0
347,0,0,0,0,0,0
348,0,0,0,0,0,0
349,0,0,0,0,0,0
350,0,0,0,0,0,0
351,0,0,0,0,0,0
352,0,0,0,0,0,0
353,0,0,0,0,0,0
354,0,0,0,0,0,0
355,0,0,0,0,0,0
356,0,0,0,0,0,0
357,0,0,0,0,0,0
358,0,0,0,0,0,0
359,0,0,0,0,0,0
360,0,0,0,0,0,0
361,0,0,0,0,0,0
362,0,0,0,0,0,0
363,0,0,0,0,0,0
364,0,0,0,0,0,0
365,0,0,0,0,0,0
366,0,0,0,0,0,0
367,0,0,0,0,0,0
368,0,0,0,0,0,0
369,0,0,0,0,0,0
370,0,0,0,0,0,0
371,0,0,0,0,0,0
372,0,0,0,0,0,0
373,0,0,0,0,0,0
374,0,0,0,0,0,0
375,0,0,0,0,0,0
376,0,0,0,0,0,0
377,0,0,0,0,0,0
378,0,0,0,0,0,0
379,0,0,0,0,0,0
380,0,0,0,0,0,0
381,0,0,0,0,0,0
382,0,0,0,0,0,0
383,0,0,0,0,0,0
384,0,0,0,0,0,0
385,0,0,0,0,0,0
386,0,0,0,0,0,0
387,0,0,0,0,0,0
388,0,0,0,0,0,0
389,0,0,0,0,0,0
390,0,0,0,0,0,0
391,0,0,0,0,0,0
392,0,0,0,0,0,0
393,0,0,0,0,0,0
394,0,0,0,0,0,0
395,0,0,0,0,0,0
396,0,0,0,0,0,0
397,0,0,0,0,0,0
398,0,0,0,0,0,0
399,0,0,0,0,0,0
400,0,0,0,0,0,0
401,0,0,0,0,0,0
402,0,0,0,0,0,0
403,0,0,0,0,0,0
404,0,0,0,0,0,0
405,0,0,0,0,0,0
406,0,0,0,0,0,0
407,0,0,0,0,0,0
408,0,0,0,0,0,0
409,0,0,0,0,0,0
410,0,0,0,0,0,0
411,0,0,0,0,0,0
412,0,0,0,0,0,0
413,0,0,0,0,0,0
414,0,0,0,0,0,0
415,0,0,0,0,0,0
416,0,0,0,0,0,0
417,0,0,0,0,0,0
418,0,0,0,0,0,0
419,0,0,0,0,0,0
420,0,0,0,0,0,0
421,0,0,0,0,0,0
422,0,0,0,0,0,0
423,0,0,0,0,0,0
424,0,0,0,0,0,0
425,0,0,0,0,0,0
426,0,0,0,0,0,0
427,0,0,0,0,0,0
428,0,0,0,0,0,0
429,0,0,0,0,0,0
430,0,0,0,0,0,0
431,0,0,0,0,0,0
432,0,0,0,0,0,0
433,0,0,0,0,0,0
434,0,0,0,0,0,0
435,0,0,0,0,0,0
436,0,0,0,0,0,0
437,0,0,0,0,0,0
438,0,0,0,0,0,0
439,0,0,0,0,0,0
440,0,0,0,0,0,0
441,0,0,0,0,0,0
442,0,0,0,0,0,0
443,0,0,0,0,0,0
444,0,0,0,0,0,0
445,0,0,0,0,0,0
446,0,0,0,0,0,0
447,0,0,0,0,0,0
448,0,0,0,0,0,0
449,0,0,0,0,0,0
450,0,0,0,0,0,0
451,0,0,0,0,0,0
452,0,0,0,0,0,0
453,0,0,0,0,0,0
454,0,0,0,0,0,0
455,0,0,0,0,0,0
456,0,0,0,0,0,0
457,0,0,0,0,0,0
458,0,0,0,0,0,0
459,0,0,0,0,0,0
460,0,0,0,0,0,0
461,0,0,0,0,0,0
462,0,0,0,0,0,0
463,0,0,0,0,0,0
464,0,0,0,0,0,0
465,0,0,0,0,0,0
466,0,0,0,0,0,0
467,0,0,0,0,0,0
468,0,0,0,0,0,0
469,0,0,0,0,0,0
470,0,0,0,0,0,0
471,0,0,0,0,0,0
472,0,0,0,0,0,0
473,0,0,0,0,0,0
474,0,0,0,0,0,0
475,0,0,0,0,0,0
476,0,0,0,0,0,0
477,0,0,0,0,0,0
478,0,0,0,0,0,0
479,0,0,0,0,0,0
480,0,0,0,0,0,0
481,0,0,0,0,0,0
482,0,0,0,0,0,0
483,0,0,0,0,0,0
484,0,0,0,0,0,0
485,0,0,0,0,0,0
486,0,0,0,0,0,0
487,0,0,0,0,0,0
488,0,0,0,0,0,0
489,0,0,0,0,0,0
490,0,0,0,0,0,0
491,0,0,0,0,0,0
492,0,0,0,0,0,0
493,0,0,0,0,0,0
494,0,0,0,0,0,0
495,0,0,0,0,0,0
496,0,0,0,0,0,0
497,0,0,0,0,0,0
498,0,0,0,0,0,0
499,0,0,0,0,0,0
500,0,0,0,0,0,0
501,0,0,0,0,0,0
502,0,0,0,0,0,0
503,0,0,0,0,0,0
504,0,0,0,0,0,0
505,0,0,0,0,0,0
506,0,0,0,0,0,0
507,0,0,0,0,0,0
508,0,0,0,0,0,0
509,0,0,0,0,0,0
510,0,0,0,0,0,0
511,0,0,0,0,0,0
512,0,0,0,0,0,0
513,0,0,0,0,0,0
514,0,0,0,0,0,0
515,0,0,0,0,0,0
516,0,0,0,0,0,0
517,0,0,0,0,0,0
518,0,0,0,0,0,0
519,0,0,0,0,0,0
520,0,0,0,0,0,0
521,0,0,0,0,0,0
522,0,0,0,0,0,0
523,0,0,0,0,0,0
524,0,0,0,0,0,0
525,0,0,0,0,0,0
526,0,0,0,0,0,0
527,0,0,0,0,0,0
528,0,0,0,0,0,0
529,0,0,0,0,0,0
530,0,0,0,0,0,0
531,0,0,0,0,0,0
532,0,0,0,0,0,0
533,0,0,0,0,0,0
534,0,0,0,0,0,0
535,0,0,0,0,0,0
536,0,0,0,0,0,0
537,0,0,0,0,0,0
538,0,0,0,0,0,0
539,0,0,0,0,0,0
540,0,0,0,0,0,0
541,0,0,0,0,0,0
542,0,0,0,0,0,0
543,0,0,0,0,0,0
544,0,0,0,0,0,0
545,0,0,0,0,0,0
546,0,0,0,0,0,0
547,0,0,0,0,0,0
548,0,0,0,0,0,0
549,0,0,0,0,0,0
550,0,0,0,0,0,0
551,0,0,0,0,0,0
552,0,0,0,0,0,0
553,0,0,0,0,0,0
554,0,0,0,0,0,0
555,0,0,0,0,0,0
556,0,0,0,0,0,0
557,0,0,0,0,0,0
558,0,0,0,0,0,0
559,0,0,0,0,0,0
560,0,0,0,0,0,0
561,0,0,0,0,0,0
562,0,0,0,0,0,0
563,0,0,0,0,0,0
564,0,0,0,0,0,0
565,0,0,0,0,0,0
566,0,0,0,0,0,0
567,0,0,0,0,0,0
568,0,0,0,0,0,0
569,0,0,0,0,0,0
570,0,0,0,0,0,0
571,0,0,0,0,0,0
572,0,0,0,0,0,0
573,0,0,0,0,0,0
574,0,0,0,0,0,0
575,0,0,0,0,0,0
576,0,0,0,0,0,0
577,0,0,0,0,0,0
578,0,0,0,0,0,0
579,0,0,0,0,0,0
580,0,0,0,0,0,0
581,0,0,0,0,0,0
582,0,0,0,0,0,0
583,0,0,0,0,0,0
584,0,0,0,0,0,0
585,0,0,0,0,0,0
586,0,0,0,0,0,0
587,0,0,0,0,0,0
588,0,0,0,0,0,0
589,0,0,0,0,0,0
590,0,0,0,0,0,0
591,0,0,0,0,0,0
592,0,0,0,0,0,0
593,0,0,0,0,0,0
594,0,0,0,0,0,0
595,0,0,0,0,0,0
596,0,0,0,0,0,0
597,0,0,0,0,0,0
598,0,0,0,0,0,0
599,0,0,0,0,0,0
600,0,0,0,0,0,0
601,0,0,0,0,0,0
602,0,0,0,0,0,0
603,0,0,0,0,0,0
604,0,0,0,0,0,0
605,0,0,0,0,0,0
606,1,0,0,0,0,0
607,1,0,0,0,0,0
608,1,0,0,0,0,0
609,1,0,0,0,0,0
610,1,0,0,0,0,0
611,1,0,0,0,0,0
612,1,0,0,0,0,0
613,1,0,0,0,0,0
614,1,0,0,0,0,0
615,1,0,0,0,0,0
616,1,0,0,0,0,0
617,1,0,0,0,0,0
618,1,0,0,0,0,0
619,1,0,0,0,0,0
620,1,0,0,0,0,0
621,1,0,0,0,0,0
622,1,0,0,0,0,0
623,1,0,0,0,0,0
624,1,0,0,0,0,0
625,1,0,0,0,0,0
626,1,0,0,0,0,0
627,1,0,0,0,0,0
628,1,0,0,0,0,0
629,1,0,0,0,0,0
630,1,0,0,0,0,0
631,1,0,0,0,0,0
632,1,0,0,0,0,0
633,1,0,0,0,0,0
634,1,0,0,0,0,0
635,1,0,0,0,0,0
636,1,0,0,0,0,0
637,1,0,0,0,0,0
638,1,0,0,0,0,0
639,1,0,0,0,0,0
640,1,0,0,0,0,0
641,1,0,0,0,0,0
642,1,0,0,0,0,0
643,1,0,0,0,0,0
644,1,0,0,0,0,0
645,1,0,0,0,0,0
646,1,0,0,0,0,0
647,1,0,0,0,0,0
648,1,0,0,0,0,0
649,1,0,0,0,0,0
650,1,0,0,0,0,0
651,1,0,0,0,0,0
652,1,0,0,0,0,0
653,1,0,0,0,0,0
654,1,0,0,0,0,0
655,1,0,0,0,0,0
656,1,0,0,0,0,0
657,1,0,0,0,0,0
658,1,0,0,0,0,0
659,1,0,0,0,0,0
660,1,0,0,0,0,0
661,1,0,0,0,0,0
662,1,0,0,0,0,0
663,1,0,0,0,0,0
664,1,0,0,0,0,0
665,1,0,0,0,0,0
666,1,0,0,0,0,0
667,1,0,0,0,0,0
668,1,0,0,0,0,0
669,1,0,0,0,0,0
670,1,0,0,0,0,0
671,1,0,0,0,0,0
672,1,0,0,0,0,0
673,1,0,0,0,0,0
674,1,0,0,0,0,0
675,1,0,0,0,0,0
676,1,0,0,0,0,0
677,1,0,0,0,0,0
678,1,0,0,0,0,0
679,1,0,0,0,0,0
680,1,0,0,0,0,0
681,1,0,0,0,0,0
682,1,0,0,0,0,0
683,1,0,0,0,0,0
684,1,0,0,0,0,0
685,1,0,0,0,0,0
686,1,0,0,0,0,0
687,1,0,0,0,0,0
688,1,0,0,0,0,0
689,1,0,0,0,0,0
690,1,0,0,0,0,0
691,1,0,0,0,0,0
692,1,0,0,0,0,0
693,1,0,0,0,0,0
694,1,0,0,0,0,0
695,1,0,0,0,0,0
696,1,0,0,0,0,0
697,1,0,0,0,0,0
698,1,0,0,0,0,0
699,1,0,0,0,0,0
700,1,0,0,0,0,0
701,1,0,0,0,0,0
702,1,0,0,0,0,0
703,1,0,0,0,0,0
704,1,0,0,0,0,0
705,1,0,0,0,0,0
706,1,0,0,0,0,0
707,1,0,0,0,0,0
708,1,0,0,0,0,0
709,1,0,0,0,0,0
710,1,0,0,0,0,0
711,1,0,0,0,0,0
712,1,0,0,0,0,0
713,1,0,0,0,0,0
714,1,0,0,0,0,0
715,1,0,0,0,0,0
716,1,0,0,0,0,0
717,1,0,0,0,0,0
718,1,0,0,0,0,0
719,1,0,0,0,0,0
720,1,0,0,0,0,0
721,1,0,0,0,0,0
722,1,0,0,0,0,0
723,1,0,0,0,0,0
724,1,0,0,0,0,0
725,1,0,0,0,0,0
726,1,0,0,0,0,0
727,1,0,0,0,0,0
728,1,0,0,0,0,0
729,1,0,0,0,0,0
730,1,0,0,0,0,0
731,1,0,0,0,0,0
732,1,0,0,0,0,0
733,1,0,0,0,0,0
734,1,0,0,0,0,0
735,1,0,0,0,0,0
736,1,0,0,0,0,0
737,1,0,0,0,0,0
738,1,0,0,0,0,0
739,1,0,0,0,0,0
740,1,0,0,0,0,0
741,1,0,0,0,0,0
742,1,0,0,0,0,0
743,1,0,0,0,0,0
744,1,0,0,0,0,0
745,1,0,0,0,0,0
746,1,0,0,0,0,0
747,1,0,0,0,0,0
748,1,0,0,0,0,0
749,1,0,0,0,0,0
750,1,0,0,0,0,0
751,1,0,0,0,0,0
752,1,0,0,0,0,0
753,1,0,0,0,0,0
754,1,0,0,0,0,0
755,1,0,0,0,0,0
756,1,0,0,0,0,0
757,1,0,0,0,0,0
758,1,0,0,0,0,0
759,1,0,0,0,0,0
760,1,0,0,0,0,0
761,1,0,0,0,0,0
762,1,0,0,0,0,0
763,1,0,0,0,0,0
764,1,0,0,0,0,0
765,1,0,0,0,0,0
766,1,0,0,0,0,0
767,1,0,0,0,0,0
768,1,0,0,0,0,0
769,1,0,0,0,0,0
770,1,0,0,0,0,0
771,1,0,0,0,0,0
772,1,0,0,0,0,0
773,1,0,0,0,0,0
774,1,0,0,0,0,0
775,1,0,0,0,0,0
776,1,0,0,0,0,0
777,1,0,0,0,0,0
778,1,0,0,0,0,0
779,1,0,0,0,0,0
780,1,0,0,0,0,0
781,1,0,0,0,0,0
782,1,0,0,0,0,0
783,1,0,0,0,0,0
784,1,0,0,0,0,0
785,1,0,0,0,0,0
786,1,0,0,0,0,0
787,1,0,0,0,0,0
788,1,0,0,0,0,0
789,1,0,0,0,0,0
790,1,0,0,0,0,0
791,1,0,0,0,0,0
792,1,0,0,0,0,0
793,1,0,0,0,0,0
794,1,0,0,0,0,0
795,1,0,0,0,0,0
796,1,0,0,0,0,0
797,1,0,0,0,0,0
798,1,0,0,0,0,0
799,1,0,0,0,0,0
800,1,0,0,0,0,0
801,1,0,0,0,0,0
802,1,0,0,0,0,0
803,1,0,0,0,0,0
804,1,0,0,0,0,0
805,1,0,0,0,0,0
806,1,0,0,0,0,0
807,1,0,0,0,0,0
808,1,0,0,0,0,0
809,1,0,0,0,0,0
810,1,0,0,0,0,0
811,1,0,0,0,0,0
812,1,0,0,0,0,0
813,1,0,0,0,0,0
814,1,0,0,0,0,0
815,1,0,0,0,0,0
816,1,0,0,0,0,0
817,1,0,0,0,0,0
818,1,0,0,0,0,0
819,1,0,0,0,0,0
820,1,0,0,0,0,0
821,1,0,0,0,0,0
822,1,0,0,0,0,0
823,1,0,0,0,0,0
824,1,0,0,0,0,0
825,1,0,0,0,0,0
826,1,0,0,0,0,0
827,1,0,0,0,0,0
828,1,0,0,0,0,0
829,1,0,0,0,0,0
830,1,0,0,0,0,0
831,1,0,0,0,0,0
832,1,0,0,0,0,0
833,1,0,0,0,0,0
834,1,0,0,0,0,0
835,1,0,0,0,0,0
836,1,0,0,0,0,0
837,1,0,0,0,0,0
838,1,0,0,0,0,0
839,1,0,0,0,0,0
840,1,0,0,0,0,0
841,1,0,0,0,0,0
842,1,0,0,0,0,0
843,1,0,0,0,0,0
844,1,0,0,0,0,0
845,1,0,0,0,0,0
846,1,0,0,0,0,0
847,1,0,0,0,0,0
848,1,0,0,0,0,0
849,1,0,0,0,0,0
850,1,0,0,0,0,0
851,1,0,0,0,0,0
852,1,0,0,0,0,0
853,1,0,0,0,0,0
854,1,0,0,0,0,0
855,1,0,0,0,0,0
856,1,0,0,0,0,0
857,1,0,0,0,0,0
858,1,0,0,0,0,0
859,1,0,0,0,0,0
860,1,0,0,0,0,0
861,1,0,0,0,0,0
862,1,0,0,0,0,0
863,1,0,0,0,0,0
864,1,0,0,0,0,0
865,1,0,0,0,0,0
866,1,0,0,0,0,0
867,1,0,0,0,0,0
868,1,0,0,0,0,0
869,1,0,0,0,0,0
870,1,0,0,0,0,0
871,1,0,0,0,0,0
872,1,0,0,0,0,0
873,1,0,0,0,0,0
874,1,0,0,0,0,0
875,1,0,0,0,0,0
876,1,0,0,0,0,0
877,1,0,0,0,0,0
878,1,0,0,0,0,0
879,1,0,0,0,0,0
880,1,0,0,0,0,0
881,1,0,0,0,0,0
882,1,0,0,0,0,0
883,1,0,0,0,0,0
884,1,0,0,0,0,0
885,1,0,0,0,0,0
886,1,0,0,0,0,0
887,1,0,0,0,0,0
888,1,0,0,0,0,0
889,1,0,0,0,0,0
890,1,0,0,0,0,0
891,1,0,0,0,0,0
892,1,0,0,0,0,0
893,1,0,0,0,0,0
894,1,0,0,0,0,0
895,1,0,0,0,0,0
896,1,0,0,0,0,0
897,1,0,0,0,0,0
898,1,0,0,0,0,0
899,1,0,0,0,0,0
900,1,0,0,0,0,0
901,1,0,0,0,0,0
902,1,0,0,0,0,0
903,1,0,0,0,0,0
904,1,0,0,0,0,0
905,1,0,0,0,0,0
906,1,0,0,0,0,0
907,1,0,0,0,0,0
908,1,0,0,0,0,0
909,1,0,0,0,0,0
910,1,0,0,0,0,0
911,1,0,0,0,0,0
912,1,0,0,0,0,0
913,1,0,0,0,0,0
914,1,0,0,0,0,0
915,1,0,0,0,0,0
916,1,0,0,0,0,0
917,1,0,0,0,0,0
918,1,0,0,0,0,0
919,1,0,0,0,0,0
920,1,0,0,0,0,0
921,1,0,0,0,0,0
922,1,0,0,0,0,0
923,1,0,0,0,0,0
924,1,0,0,0,0,0
925,1,0,0,0,0,0
926,1,0,0,0,0,0
927,1,0,0,0,0,0
928,1,0,0,0,0,0
929,1,0,0,0,0,0
930,1,0,0,0,0,0
931,1,0,0,0,0,0
932,1,0,0,0,0,0
933,1,0,0,0,0,0
934,1,0,0,0,0,0
935,1,0,0,0,0,0
936,1,0,0,0,0,0
937,1,0,0,0,0,0
938,1,0,0,0,0,0
939,1,0,0,0,0,0
940,1,0,0,0,0,0
941,1,0,0,0,0,0
942,1,0,0,0,0,0
943,1,0,0,0,0,0
944,1,0,0,0,0,0
945,1,0,0,0,0,0
946,1,0,0,0,0,0
947,1,0,0,0,0,0
948,1,0,0,0,0,0
949,1,0,0,0,0,0
950,1,0,0,0,0,0
951,1,0,0,0,0,0
952,1,0,0,0,0,0
953,1,0,0,0,0,0
954,1,0,0,0,0,0
955,1,0,0,0,0,0
956,1,0,0,0,0,0
957,1,0,0,0,0,0
958,1,0,0,0,0,0
959,1,0,0,0,0,0
960,1,0,0,0,0,0
961,1,0,0,0,0,0
962,1,0,0,0,0,0
963,1,0,0,0,0,0
964,1,0,0,0,0,0
965,1,0,0,0,0,0
966,1,0,0,0,0,0
967,1,0,0,0,0,0
968,1,0,0,0,0,0
969,1,0,0,0,0,0
970,1,0,0,0,0,0
971,1,0,0,0,0,0
972,1,0,0,0,0,0
973,1,0,0,0,0,0
974,1,0,0,0,0,0
975,1,0,0,0,0,0
976,1,0,0,0,0,0
977,1,0,0,0,0,0
978,1,0,0,0,0,0
979,1,0,0,0,0,0
980,1,0,0,0,0,0
981,1,0,0,0,0,0
982,1,0,0,0,0,0
983,1,0,0,0,0,0
984,1,0,0,0,0,0
985,1,0,0,0,0,0
986,1,0,0,0,0,0
987,1,0,0,0,0,0
988,1,0,0,0,0,0
989,1,0,0,0,0,0
990,1,0,0,0,0,0
991,1,0,0,0,0,0
992,1,0,0,0,0,0
993,1,0,0,0,0,0
